Subject,Encoding,Group,Cue,Target,Direction,Study_Num,JOL,Question,Recall_Num,Response
2,READ,JOL B,Bad,Villain,B,23,68,Bad - ?,23,good
2,READ,JOL B,Bird,Penguin,B,24,32,Bird - ?,24,air
2,READ,JOL B,Star,Actress,B,25,45,Star - ?,25,actress
2,READ,JOL B,Thread,Thimble,B,26,34,Thread - ?,26,thimble
2,READ,JOL B,Even,Revenge,B,27,25,Even - ?,27,or
2,READ,JOL B,Pop,Balloon,B,28,80,Pop - ?,28,balloon
2,READ,JOL B,Fruit,Strawberry,B,29,34,Fruit - ?,29,strawberry
2,READ,JOL B,Best,Favorite,B,30,78,Best - ?,30,favorite
2,READ,JOL B,Cat,Panther,B,31,52,Cat - ?,31,dog
2,READ,JOL B,Glass,Breakable,B,32,46,Glass - ?,32,breakable
2,READ,JOL B,Dead,Coffin,B,33,67,Dead - ?,33,coffin
2,READ,JOL B,Plane,Aircraft,B,34,45,Plane - ?,34,aircraft
2,READ,JOL B,Fish,Sardine,B,35,43,Fish - ?,35,
2,READ,JOL B,Baseball,League,B,36,78,Baseball - ?,36,catcher
2,READ,JOL B,Money,Banker,B,37,42,Money - ?,37,banker
2,READ,JOL B,Honest,Truthful,B,38,80,Honest - ?,38,truthfulness
2,READ,JOL B,Sleep,Nap,B,39,38,Sleep - ?,39,nap
2,READ,JOL B,Fight,Brawl,B,40,67,Fight - ?,40,brawl
2,READ,JOL B,Razor,Shave,S,41,45,Razor - ?,41,shave
2,READ,JOL B,Rights,Equal,S,42,26,Rights - ?,42,equal
2,READ,JOL B,Mason,Jar,S,43,58,Mason - ?,43,jar
2,READ,JOL B,Candle,Wax,S,44,45,Candle - ?,44,wax
2,READ,JOL B,Wrist,Bracelet,S,45,25,Wrist - ?,45,bracelet
2,READ,JOL B,Element,Carbon,S,46,39,Element - ?,46,carbon
2,READ,JOL B,Gone,Away,S,47,22,Gone - ?,47,away
2,READ,JOL B,Water,Drink,S,48,37,Water - ?,48,wet
2,READ,JOL B,Earth,Ground,S,49,50,Earth - ?,49,ground
2,READ,JOL B,Alone,Lonely,S,50,43,Alone - ?,50,loneliness
2,READ,JOL B,Dry,Wet,S,51,23,Dry - ?,51,wet
2,READ,JOL B,Safety,Seatbelt,S,52,27,Safety - ?,52,first
2,READ,JOL B,Truth,Lie,S,53,26,Truth - ?,53,lie
2,READ,JOL B,Phone,Communication,S,54,18,Phone - ?,54,communicate
2,READ,JOL B,Rod,Reel,S,55,58,Rod - ?,55,reel
2,READ,JOL B,Flea,Tick,S,56,18,Flea - ?,56,tick
2,READ,JOL B,Loud,Noise,S,57,59,Loud - ?,57,noise
2,READ,JOL B,Own,Have,S,58,23,Own - ?,58,take
2,READ,JOL B,Tantrum,Temper,S,59,44,Tantrum - ?,59,temper
2,READ,JOL B,Sun,Tan,S,60,55,Sun - ?,60,tan
2,READ,JOL B,Justice,Maroon,U,61,0,Justice - ?,61,
2,READ,JOL B,Stretch,Cloth,U,62,22,Stretch - ?,62,
2,READ,JOL B,Give,Steak,U,63,3,Give - ?,63,
2,READ,JOL B,Maze,Election,U,64,1,Maze - ?,64,election
2,READ,JOL B,Vehicle,Charm,U,65,2,Vehicle - ?,65,window
2,READ,JOL B,Meat,Obtain,U,66,7,Meat - ?,66,give
2,READ,JOL B,Crackle,Able,U,67,2,Crackle - ?,67,pop
2,READ,JOL B,Shell,Shake,U,68,5,Shell - ?,68,shake
2,READ,JOL B,Listen,Fiction,U,69,10,Listen - ?,69,
2,READ,JOL B,Keys,Joke,U,70,7,Keys - ?,70,
2,READ,JOL B,Cake,Clothes,U,71,12,Cake - ?,71,
2,READ,JOL B,Name,Hate,U,72,6,Name - ?,72,
2,READ,JOL B,Fuzzy,Bang,U,73,3,Fuzzy - ?,73,
2,READ,JOL B,Moat,Clear,U,74,4,Moat - ?,74,clear
2,READ,JOL B,Lease,Toil,U,75,8,Lease - ?,75,take
2,READ,JOL B,Loan,Sign,U,76,12,Loan - ?,76,take
2,READ,JOL B,Both,Ounce,U,77,2,Both - ?,77,and
2,READ,JOL B,Temperature,Morning,U,78,NA,Temperature - ?,78,hot
2,READ,JOL B,Mirror,Children,U,79,8,Mirror - ?,79,children
2,READ,JOL B,Main,Scar,U,80,4,Main - ?,80,
3,READ,JOL C,Bad,Delinquent,F,1,10,Bad - ?,1,new
3,READ,JOL C,Stomach,Digestion,F,2,40,Stomach - ?,2,digistion
3,READ,JOL C,Money,Wage,F,3,99,Money - ?,3,bank
3,READ,JOL C,Hammer,Chisel,F,4,20,Hammer - ?,4,chizel
3,READ,JOL C,News,Editor,F,5,10,News - ?,5,story
3,READ,JOL C,Sting,Hornet,F,6,60,Sting - ?,6,wasp
3,READ,JOL C,Cold,Bitter,F,7,10,Cold - ?,7,chilli
3,READ,JOL C,Plant,Root,F,8,72,Plant - ?,8,root
3,READ,JOL C,Bird,Swan,F,9,100,Bird - ?,9,fly
3,READ,JOL C,Dog,Paw,F,10,100,Dog - ?,10,paw
3,READ,JOL C,Out,Way,F,11,3,Out - ?,11,way
3,READ,JOL C,Clean,Hygiene,F,12,100,Clean - ?,12,hygien
3,READ,JOL C,Water,Bridge,F,13,NA,Water - ?,13,thristy
3,READ,JOL C,Rock,Geology,F,14,1,Rock - ?,14,geology
3,READ,JOL C,War,Revolution,F,15,80,War - ?,15,revoultion
3,READ,JOL C,Talk,Discussion,F,16,75,Talk - ?,16,conversation
3,READ,JOL C,Cow,Herd,F,17,36,Cow - ?,17,herd
3,READ,JOL C,Card,Credit,F,18,50,Card - ?,18,credit
3,READ,JOL C,Flower,Orchid,F,19,3,Flower - ?,19,pot
3,READ,JOL C,Fish,Tuna,F,20,99,Fish - ?,20,shrimp
3,READ,JOL C,Enough,Full,B,21,10,Enough - ?,21,full
3,READ,JOL C,Sip,Drink,B,22,100,Sip - ?,22,drink
3,READ,JOL C,Cave,Dark,B,23,80,Cave - ?,23,darkness
3,READ,JOL C,Seize,Take,B,24,45,Seize - ?,24,take
3,READ,JOL C,Growth,Height,B,25,30,Growth - ?,25,height
3,READ,JOL C,Word,Sentence,B,26,40,Word - ?,26,play
3,READ,JOL C,Wasp,Bug,B,27,29,Wasp - ?,27,stin
3,READ,JOL C,Division,Math,B,28,99,Division - ?,28,divide
3,READ,JOL C,Attorney,Law,B,29,48,Attorney - ?,29,law
3,READ,JOL C,Fantastic,Great,B,30,40,Fantastic - ?,30,great
3,READ,JOL C,Latch,Key,B,31,30,Latch - ?,31,key
3,READ,JOL C,Chili,Hot,B,32,45,Chili - ?,32,t
3,READ,JOL C,Racket,Ball,B,33,15,Racket - ?,33,ball
3,READ,JOL C,Chore,Work,B,34,89,Chore - ?,34,task
3,READ,JOL C,Famine,Hunger,B,35,100,Famine - ?,35,hungry
3,READ,JOL C,Drowsy,Sleep,B,36,100,Drowsy - ?,36,sleepy
3,READ,JOL C,Stench,Smell,B,37,100,Stench - ?,37,smell
3,READ,JOL C,Attire,Clothes,B,38,30,Attire - ?,38,dress
3,READ,JOL C,Pilot,Plane,B,39,89,Pilot - ?,39,plane
3,READ,JOL C,Blaze,Fire,B,40,99,Blaze - ?,40,fire
3,READ,JOL C,Assignment,Due,S,41,99,Assignment - ?,41,due
3,READ,JOL C,Amount,Number,S,42,99,Amount - ?,42,
3,READ,JOL C,Site,Location,S,43,85,Site - ?,43,location
3,READ,JOL C,Waste,Dump,S,44,99,Waste - ?,44,dump
3,READ,JOL C,Jury,Trial,S,45,99,Jury - ?,45,trail
3,READ,JOL C,Design,Architecture,S,46,69,Design - ?,46,fashion
3,READ,JOL C,Bar,Grill,S,47,100,Bar - ?,47,grill
3,READ,JOL C,Liver,Kidney,S,48,40,Liver - ?,48,kideny
3,READ,JOL C,End,Begin,S,49,99,End - ?,49,begin
3,READ,JOL C,Wind,Blow,S,50,99,Wind - ?,50,blow
3,READ,JOL C,Soda,Pop,S,51,99,Soda - ?,51,pop
3,READ,JOL C,Cheese,Wine,S,52,99,Cheese - ?,52,cracker
3,READ,JOL C,Toilet,Bathroom,S,53,99,Toilet - ?,53,bathroom
3,READ,JOL C,Salad,Lettuce,S,54,99,Salad - ?,54,lettecue
3,READ,JOL C,Foot,Shoe,S,55,99,Foot - ?,55,shoe
3,READ,JOL C,Future,Past,S,56,99,Future - ?,56,past
3,READ,JOL C,Decision,Choice,S,57,99,Decision - ?,57,chcie
3,READ,JOL C,Bee,Honey,S,58,99,Bee - ?,58,honey
3,READ,JOL C,Child,Baby,S,59,99,Child - ?,59,baby
3,READ,JOL C,Round,Circle,S,60,99,Round - ?,60,circle
3,READ,JOL C,Clutter,Pusher,U,61,30,Clutter - ?,61,messy
3,READ,JOL C,Sacking,Dietary,U,62,20,Sacking - ?,62,
3,READ,JOL C,Hungry,Park,U,63,25,Hungry - ?,63,famin
3,READ,JOL C,Woman,Lift,U,64,78,Woman - ?,64,girl
3,READ,JOL C,Belt,Soon,U,65,45,Belt - ?,65,fix
3,READ,JOL C,Floor,Discover,U,66,40,Floor - ?,66,ground
3,READ,JOL C,Business,Death,U,67,10,Business - ?,67,
3,READ,JOL C,Sight,Debate,U,68,10,Sight - ?,68,
3,READ,JOL C,Bronze,Artery,U,69,4,Bronze - ?,69,metal
3,READ,JOL C,Hand,Fix,U,70,89,Hand - ?,70,fix
3,READ,JOL C,Position,Machine,U,71,5,Position - ?,71,
3,READ,JOL C,Car,Happy,U,72,45,Car - ?,72,window
3,READ,JOL C,Tuck,Allow,U,73,10,Tuck - ?,73,allow
3,READ,JOL C,Lion,Art,U,74,20,Lion - ?,74,cat
3,READ,JOL C,Accident,Strong,U,75,2,Accident - ?,75,strong
3,READ,JOL C,Riddle,Sugar,U,76,6,Riddle - ?,76,joke
3,READ,JOL C,Add,Valley,U,77,20,Add - ?,77,subtract
3,READ,JOL C,Would,Cash,U,78,5,Would - ?,78,
3,READ,JOL C,Sick,Hide,U,79,56,Sick - ?,79,illness
3,READ,JOL C,Vase,King,U,80,10,Vase - ?,80,king
4,READ,JOL D,Long,Extension,B,1,80,Long - ?,1,extension
4,READ,JOL D,Game,Clue,B,2,50,Game - ?,2,play
4,READ,JOL D,Plant,Cactus,B,3,70,Plant - ?,3,cactus
4,READ,JOL D,Tie,Shoelace,B,4,90,Tie - ?,4,shoelace
4,READ,JOL D,Mystery,Detective,B,5,85,Mystery - ?,5,detective
4,READ,JOL D,End,Adjourn,B,6,50,End - ?,6,finsih
4,READ,JOL D,Dog,Furry,B,7,80,Dog - ?,7,furry
4,READ,JOL D,Trash,Litter,B,8,50,Trash - ?,8,litter
4,READ,JOL D,Red,Cherry,B,9,70,Red - ?,9,color
4,READ,JOL D,Head,Scalp,B,10,80,Head - ?,10,scalp
4,READ,JOL D,Car,Driver,B,11,80,Car - ?,11,winsheild
4,READ,JOL D,Cut,Chop,B,12,80,Cut - ?,12,chp
4,READ,JOL D,Donkey,Mule,B,13,90,Donkey - ?,13,mule
4,READ,JOL D,Paper,Document,B,14,90,Paper - ?,14,document
4,READ,JOL D,Smell,Incense,B,15,45,Smell - ?,15,incense
4,READ,JOL D,Eat,Dine,B,16,68,Eat - ?,16,food
4,READ,JOL D,Scissors,Shears,B,17,70,Scissors - ?,17,shears
4,READ,JOL D,Fight,Feud,B,18,70,Fight - ?,18,brawl
4,READ,JOL D,Cold,Chill,B,19,70,Cold - ?,19,freeze
4,READ,JOL D,Love,Affection,B,20,90,Love - ?,20,hate
4,READ,JOL D,Flip,Turn,F,21,76,Flip - ?,21,turn
4,READ,JOL D,Windshield,Car,F,22,70,Windshield - ?,22,car
4,READ,JOL D,Villain,Bad,F,23,80,Villain - ?,23,bad
4,READ,JOL D,Penguin,Bird,F,24,75,Penguin - ?,24,bird
4,READ,JOL D,Actress,Star,F,25,80,Actress - ?,25,star
4,READ,JOL D,Thimble,Thread,F,26,60,Thimble - ?,26,thread
4,READ,JOL D,Revenge,Even,F,27,85,Revenge - ?,27,hate
4,READ,JOL D,Balloon,Pop,F,28,80,Balloon - ?,28,pop
4,READ,JOL D,Strawberry,Fruit,F,29,90,Strawberry - ?,29,fruit
4,READ,JOL D,Favorite,Best,F,30,80,Favorite - ?,30,best
4,READ,JOL D,Panther,Cat,F,31,50,Panther - ?,31,cat
4,READ,JOL D,Breakable,Glass,F,32,8,Breakable - ?,32,glass
4,READ,JOL D,Coffin,Dead,F,33,90,Coffin - ?,33,dead
4,READ,JOL D,Aircraft,Plane,F,34,90,Aircraft - ?,34,plane
4,READ,JOL D,Sardine,Fish,F,35,70,Sardine - ?,35,fish
4,READ,JOL D,League,Baseball,F,36,70,League - ?,36,baseball
4,READ,JOL D,Banker,Money,F,37,70,Banker - ?,37,money
4,READ,JOL D,Truthful,Honest,F,38,90,Truthful - ?,38,liar
4,READ,JOL D,Nap,Sleep,F,39,90,Nap - ?,39,sleep
4,READ,JOL D,Brawl,Fight,F,40,60,Brawl - ?,40,fight
4,READ,JOL D,Shave,Razor,S,41,70,Shave - ?,41,razor
4,READ,JOL D,Equal,Rights,S,42,80,Equal - ?,42,rights
4,READ,JOL D,Jar,Mason,S,43,90,Jar - ?,43,mason
4,READ,JOL D,Wax,Candle,S,44,80,Wax - ?,44,candle
4,READ,JOL D,Bracelet,Wrist,S,45,60,Bracelet - ?,45,wrist
4,READ,JOL D,Carbon,Element,S,46,60,Carbon - ?,46,element
4,READ,JOL D,Away,Gone,S,47,75,Away - ?,47,gone
4,READ,JOL D,Drink,Water,S,48,90,Drink - ?,48,water
4,READ,JOL D,Ground,Earth,S,49,80,Ground - ?,49,earth
4,READ,JOL D,Lonely,Alone,S,50,85,Lonely - ?,50,alone
4,READ,JOL D,Wet,Dry,S,51,85,Wet - ?,51,dry
4,READ,JOL D,Seatbelt,Safety,S,52,7,Seatbelt - ?,52,safety
4,READ,JOL D,Lie,Truth,S,53,85,Lie - ?,53,truth
4,READ,JOL D,Communication,Phone,S,54,50,Communication - ?,54,phoen
4,READ,JOL D,Reel,Rod,S,55,70,Reel - ?,55,rod
4,READ,JOL D,Tick,Flea,S,56,60,Tick - ?,56,flea
4,READ,JOL D,Noise,Loud,S,57,70,Noise - ?,57,loud
4,READ,JOL D,Have,Own,S,58,70,Have - ?,58,own
4,READ,JOL D,Temper,Tantrum,S,59,95,Temper - ?,59,anger
4,READ,JOL D,Tan,Sun,S,60,65,Tan - ?,60,sun
4,READ,JOL D,Maroon,Justice,U,61,40,Maroon - ?,61,case
4,READ,JOL D,Cloth,Stretch,U,62,40,Cloth - ?,62,cake
4,READ,JOL D,Steak,Give,U,63,40,Steak - ?,63,give
4,READ,JOL D,Election,Maze,U,64,50,Election - ?,64,jar
4,READ,JOL D,Charm,Vehicle,U,65,45,Charm - ?,65,car
4,READ,JOL D,Obtain,Meat,U,66,50,Obtain - ?,66,take
4,READ,JOL D,Able,Crackle,U,67,55,Able - ?,67,give
4,READ,JOL D,Shake,Shell,U,68,40,Shake - ?,68,idk
4,READ,JOL D,Fiction,Listen,U,69,40,Fiction - ?,69,listen
4,READ,JOL D,Joke,Keys,U,70,50,Joke - ?,70,keys
4,READ,JOL D,Clothes,Cake,U,71,40,Clothes - ?,71,cake
4,READ,JOL D,Hate,Name,U,72,45,Hate - ?,72,love
4,READ,JOL D,Bang,Fuzzy,U,73,40,Bang - ?,73,pop
4,READ,JOL D,Clear,Moat,U,74,35,Clear - ?,74,visino
4,READ,JOL D,Toil,Lease,U,75,4,Toil - ?,75,lease
4,READ,JOL D,Sign,Loan,U,76,60,Sign - ?,76,loan
4,READ,JOL D,Ounce,Both,U,77,50,Ounce - ?,77,both
4,READ,JOL D,Morning,Temperature,U,78,70,Morning - ?,78,tempeture
4,READ,JOL D,Children,Mirror,U,79,40,Children - ?,79,meter
4,READ,JOL D,Scar,Main,U,80,50,Scar - ?,80,main
5,IS,JOL A,Delinquent,Bad,F,1,20,Delinquent - ?,1,issue
5,IS,JOL A,Digestion,Stomach,F,2,68,Digestion - ?,2,stomach
5,IS,JOL A,Wage,Money,F,3,70,Wage - ?,3,money
5,IS,JOL A,Chisel,Hammer,F,4,10,Chisel - ?,4,hammer
5,IS,JOL A,Editor,News,F,5,20,Editor - ?,5,news
5,IS,JOL A,Hornet,Sting,F,6,60,Hornet - ?,6,sting
5,IS,JOL A,Bitter,Cold,F,7,25,Bitter - ?,7,sour
5,IS,JOL A,Root,Plant,F,8,50,Root - ?,8,plant
5,IS,JOL A,Swan,Bird,F,9,78,Swan - ?,9,bird
5,IS,JOL A,Paw,Dog,F,10,80,Paw - ?,10,dog
5,IS,JOL A,Way,Out,F,11,10,Way - ?,11,path
5,IS,JOL A,Hygiene,Clean,F,12,32,Hygiene - ?,12,clean
5,IS,JOL A,Bridge,Water,F,13,50,Bridge - ?,13,water
5,IS,JOL A,Geology,Rock,F,14,80,Geology - ?,14,rock
5,IS,JOL A,Revolution,War,F,15,38,Revolution - ?,15,war
5,IS,JOL A,Discussion,Talk,F,16,35,Discussion - ?,16,talk
5,IS,JOL A,Herd,Cow,F,17,69,Herd - ?,17,cow
5,IS,JOL A,Credit,Card,F,18,80,Credit - ?,18,money
5,IS,JOL A,Orchid,Flower,F,19,65,Orchid - ?,19,flower
5,IS,JOL A,Tuna,Fish,F,20,79,Tuna - ?,20,fish
5,IS,JOL A,Full,Enough,B,21,50,Full - ?,21,enough
5,IS,JOL A,Drink,Sip,B,22,90,Drink - ?,22,water
5,IS,JOL A,Dark,Cave,B,23,30,Dark - ?,23,cave
5,IS,JOL A,Take,Seize,B,24,45,Take - ?,24,grab
5,IS,JOL A,Height,Growth,B,25,70,Height - ?,25,tall
5,IS,JOL A,Sentence,Word,B,26,67,Sentence - ?,26,wprd
5,IS,JOL A,Bug,Wasp,B,27,20,Bug - ?,27,bee
5,IS,JOL A,Math,Division,B,28,40,Math - ?,28,problem
5,IS,JOL A,Law,Attorney,B,29,20,Law - ?,29,order
5,IS,JOL A,Great,Fantastic,B,30,20,Great - ?,30,fantastic
5,IS,JOL A,Key,Latch,B,31,30,Key - ?,31,latch
5,IS,JOL A,Hot,Chili,B,32,60,Hot - ?,32,cold
5,IS,JOL A,Ball,Racket,B,33,40,Ball - ?,33,racket
5,IS,JOL A,Work,Chore,B,34,50,Work - ?,34,wage
5,IS,JOL A,Hunger,Famine,B,35,80,Hunger - ?,35,starvation
5,IS,JOL A,Sleep,Drowsy,B,36,60,Sleep - ?,36,drowsy
5,IS,JOL A,Smell,Stench,B,37,60,Smell - ?,37,odor
5,IS,JOL A,Clothes,Attire,B,38,70,Clothes - ?,38,design
5,IS,JOL A,Plane,Pilot,B,39,80,Plane - ?,39,ticket
5,IS,JOL A,Fire,Blaze,B,40,30,Fire - ?,40,blaze
5,IS,JOL A,Due,Assignment,S,41,50,Due - ?,41,anment
5,IS,JOL A,Number,Amount,S,42,75,Number - ?,42,amount
5,IS,JOL A,Location,Site,S,43,85,Location - ?,43,site
5,IS,JOL A,Dump,Waste,S,44,30,Dump - ?,44,waste
5,IS,JOL A,Trial,Jury,S,45,60,Trial - ?,45,jury
5,IS,JOL A,Architecture,Design,S,46,40,Architecture - ?,46,design
5,IS,JOL A,Grill,Bar,S,47,60,Grill - ?,47,bar
5,IS,JOL A,Kidney,Liver,S,48,50,Kidney - ?,48,liver
5,IS,JOL A,Begin,End,S,49,70,Begin - ?,49,finish
5,IS,JOL A,Blow,Wind,S,50,70,Blow - ?,50,wind
5,IS,JOL A,Pop,Soda,S,51,60,Pop - ?,51,ballon
5,IS,JOL A,Wine,Cheese,S,52,40,Wine - ?,52,cheese
5,IS,JOL A,Bathroom,Toilet,S,53,68,Bathroom - ?,53,toilet
5,IS,JOL A,Lettuce,Salad,S,54,80,Lettuce - ?,54,salad
5,IS,JOL A,Shoe,Foot,S,55,40,Shoe - ?,55,foot
5,IS,JOL A,Past,Future,S,56,75,Past - ?,56,future
5,IS,JOL A,Choice,Decision,S,57,61,Choice - ?,57,decision
5,IS,JOL A,Honey,Bee,S,58,83,Honey - ?,58,bee
5,IS,JOL A,Baby,Child,S,59,40,Baby - ?,59,child
5,IS,JOL A,Circle,Round,S,60,55,Circle - ?,60,round
5,IS,JOL A,Pusher,Clutter,U,61,40,Pusher - ?,61,move
5,IS,JOL A,Dietary,Sacking,U,62,0,Dietary - ?,62,food
5,IS,JOL A,Park,Hungry,U,63,60,Park - ?,63,grass
5,IS,JOL A,Lift,Woman,U,64,20,Lift - ?,64,woman
